definition_xml,store_name,brand,categories,declared_vehicle_type,type_description,function_keys,function_labels,definition_kind,source_review_reasons,function_cohort_id,suggested_primary_family,suggested_primary_role,suggested_secondary_roles,suggested_capabilities,semantic_confidence,semantic_review_status,support_layers,decision_basis,semantic_conflict_detail,implementation_divergence,reviewer_decision_status,approved_primary_family,approved_primary_role,approved_secondary_roles,approved_capabilities,reviewer_notes,review_unit_id,reviewed_primary_family,reviewed_primary_role,reviewed_secondary_roles,reviewed_capabilities,consolidation_resolution,semantic_profile_state,semantic_catalogue_version
schwarzmueller/lowloader4A/lowloader4A.xml,%s 4A,SCHWARZMUELLER,lowloaders,trailer,low loader,$l10n_function_lowLoader,This trailer can transport other vehicles.,DIRECT_MODEL,,SC-F069,TRANSPORT_AND_LOGISTICS,LOW_LOADER,,VEHICLE_TRANSPORT,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_lowLoader:LOW_LOADER ; TYPE_DESC=low loader:LOW_LOADER ; DECLARED_TYPE=trailer:GENERAL_TRAILER ; CATEGORY=lowloaders:LOW_LOADER,,,APPROVED,,,,,,SC-R080,TRANSPORT_AND_LOGISTICS,LOW_LOADER,,VEHICLE_TRANSPORT,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
schwarzmueller/timberTrailer/timberTrailer.xml,Timber Trailer,SCHWARZMUELLER,woodTransport,trailer,trailer,$l10n_function_forestryTransport,This vehicle can transport tree logs.,DIRECT_MODEL,,SC-F044,TRANSPORT_AND_LOGISTICS,GENERAL_TRAILER,,LOG_TRANSPORT,TYPE_OR_CATEGORY_INFERRED,SUGGESTED,TYPE_DESC | DECLARED_TYPE | CATEGORY,TYPE_DESC=trailer:GENERAL_TRAILER ; DECLARED_TYPE=trailer:GENERAL_TRAILER ; CATEGORY=woodTransport:TIMBER_TRAILER,,,AMENDED,,,,,,SC-R054,FORESTRY,TIMBER_TRAILER,,,HUMAN_AMENDMENT,HUMAN_REVIEWED,1.0
sennebogen/g340/g340.xml,340 G,SENNEBOGEN,teleLoaderVehicles,teleHandler,telehandler,$l10n_function_telehandler,Telehandlers are used to stack and load various goods.,DIRECT_MODEL,,SC-F120,MATERIAL_HANDLING,TELEHANDLER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_telehandler:TELEHANDLER ; TYPE_DESC=telehandler:TELEHANDLER ; DECLARED_TYPE=teleHandler:TELEHANDLER ; CATEGORY=teleLoaderVehicles:TELEHANDLER,,,APPROVED,,,,,,SC-R143,MATERIAL_HANDLING,TELEHANDLER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
sennebogen/series835G/series835G.xml,835 G Hybrid,SENNEBOGEN,forestryMisc,forestryExcavatorGrapple,excavator,$l10n_function_forestryExcavator,This excavator can be used for various forestry work.,DIRECT_MODEL,,SC-F041,FORESTRY,FORESTRY_EXCAVATOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE,FUNCTION=$l10n_function_forestryExcavator:FORESTRY_EXCAVATOR ; TYPE_DESC=excavator:FORESTRY_EXCAVATOR ; DECLARED_TYPE=forestryExcavatorGrapple:FORESTRY_EXCAVATOR,,,APPROVED,,,,,,SC-R048,FORESTRY,FORESTRY_EXCAVATOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
siloking/trailedLine4System1000/trailedLine4System1000.xml,TrailedLine 4.0 System 1000+,SILOKING,forageMixers,mixerWagon,mixer wagon,$l10n_function_feeder,"A forage mixer wagon blends silage, hay, mineral feed and straw into Total Mixed Ration (TMR) that can be fed to cows.",DIRECT_MODEL,,SC-F035,LIVESTOCK_AND_FEED,MIXER_WAGON,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_feeder:MIXER_WAGON ; TYPE_DESC=mixer wagon:MIXER_WAGON,,,APPROVED,,,,,,SC-R040,LIVESTOCK_AND_FEED,MIXER_WAGON,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
sip/air300FAlp/air300FAlp.xml,Air 300 F Alp,SIP,windrowers,windrower,windrower,$l10n_function_windrower,"A windrower arranges grass, hay, or straw in rows (windrows) that are easier to handle.",DIRECT_MODEL,,SC-F144,GRASSLAND_AND_FORAGE,WINDROWER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_windrower:WINDROWER ; TYPE_DESC=windrower:WINDROWER ; DECLARED_TYPE=windrower:WINDROWER ; CATEGORY=windrowers:WINDROWER,,,APPROVED,,,,,,SC-R167,GRASSLAND_AND_FORAGE,WINDROWER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
sip/favorit254/favorit254.xml,Favorit 254,SIP,windrowers,windrower,windrower,$l10n_function_windrower,"A windrower arranges grass, hay, or straw in rows (windrows) that are easier to handle.",DIRECT_MODEL,,SC-F144,GRASSLAND_AND_FORAGE,WINDROWER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_windrower:WINDROWER ; TYPE_DESC=windrower:WINDROWER ; DECLARED_TYPE=windrower:WINDROWER ; CATEGORY=windrowers:WINDROWER,,,APPROVED,,,,,,SC-R167,GRASSLAND_AND_FORAGE,WINDROWER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
skoda/enyaq/enyaq.xml,Enyaq Coupé RS iV,SKODA,cars,car,Car,$l10n_function_car,Driving a car allows you to quickly travel from A to B.,DIRECT_MODEL,,SC-F022,SUPPORT_AND_UTILITY,CAR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE,FUNCTION=$l10n_function_car:CAR ; TYPE_DESC=Car:CAR ; DECLARED_TYPE=car:CAR,,,APPROVED,,,,,,SC-R024,SUPPORT_AND_UTILITY,CAR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
skoda/kodiaq/kodiaq.xml,Kodiaq,SKODA,cars,car,Car,$l10n_function_car,Driving a car allows you to quickly travel from A to B.,DIRECT_MODEL,,SC-F022,SUPPORT_AND_UTILITY,CAR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE,FUNCTION=$l10n_function_car:CAR ; TYPE_DESC=Car:CAR ; DECLARED_TYPE=car:CAR,,,APPROVED,,,,,,SC-R024,SUPPORT_AND_UTILITY,CAR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
stema/trius/trius.xml,TRIUS,STEMA,misc,trailer,tipper,$l10n_function_tipper,Tippers/trailers are used to transport different crop types.,DIRECT_MODEL,,SC-F121,TRANSPORT_AND_LOGISTICS,TIPPER_TRAILER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE,FUNCTION=$l10n_function_tipper:TIPPER_TRAILER ; TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trailer:GENERAL_TRAILER,,,APPROVED,,,,,,SC-R144,TRANSPORT_AND_LOGISTICS,TIPPER_TRAILER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
steyr/absolut/absolut.xml,Absolut,STEYR,tractorsM,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsM:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
steyr/weight1000/weight1000.xml,1000,STEYR,weights,combineDrivable,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,INHERITED_VARIANT,DECLARED_TYPE_DIFFERS_FROM_PARENT | INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CONFLICTED,CONFLICTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT ; DECLARED_TYPE=combineDrivable:SELF_PROPELLED_HARVESTER,DECLARED_TYPE_DIFFERS_FROM_PARENT:SELF_PROPELLED_HARVESTER->BALLAST_WEIGHT,DECLARED_TYPE:SELF_PROPELLED_HARVESTER,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
streumaster/fw212tdProfi/fw212tdProfi.xml,FW 212 TD PROFI,STREUMASTER,fertilizerSpreaders,spreaderCraneTool,fertilizer spreader,$l10n_function_fertilizer,Fertilizer spreaders improve the harvest of your fields.,DIRECT_MODEL,,SC-F038,CROP_CARE,FERTILISER_SPREADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_fertilizer:FERTILISER_SPREADER ; TYPE_DESC=fertilizer spreader:FERTILISER_SPREADER ; DECLARED_TYPE=spreaderCraneTool:FERTILISER_SPREADER ; CATEGORY=fertilizerSpreaders:FERTILISER_SPREADER,,,APPROVED,,,,,,SC-R044,CROP_CARE,FERTILISER_SPREADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
summersMfg/superChisel/superChisel.xml,Superchisel CP2050,SUMMERSMFG,cultivators,cultivator,cultivator,$l10n_function_cultivator,A cultivator prepares fields for the next sowing.,DIRECT_MODEL,,SC-F028,SOIL_PREPARATION,CULTIVATOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_cultivator:CULTIVATOR ; TYPE_DESC=cultivator:CULTIVATOR ; DECLARED_TYPE=cultivator:CULTIVATOR ; CATEGORY=cultivators:CULTIVATOR,,,APPROVED,,,,,,SC-R033,SOIL_PREPARATION,CULTIVATOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tajfun/egv65AHK_SG/egv65AHK_SG.xml,EGV 65 AHK SG,TAJFUN,forestryWinches,implement_attacherJointControl,winch,$l10n_function_winch,You can pull wood out of the forest with a winch.,DIRECT_MODEL,,SC-F143,FORESTRY,WINCH,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_winch:WINCH ; TYPE_DESC=winch:WINCH ; CATEGORY=forestryWinches:WINCH,,,APPROVED,,,,,,SC-R166,FORESTRY,WINCH,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tenwinkel/gusscom1250/gusscom1250.xml,GUSSCOM 1250,TENWINKEL,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tenwinkel/top450/top450.xml,Top 450,TENWINKEL,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tenwinkel/weight1000/weight1000.xml,PAC-1000,TENWINKEL,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tenwinkel/weight1500/weight1500.xml,PAC-1500,TENWINKEL,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tenwinkel/weight2500/weight2500.xml,B2500,TENWINKEL,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tenwinkel/weight600/weight600.xml,FGB 600,TENWINKEL,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tenwinkel/weight750/weight750.xml,PAC-750,TENWINKEL,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
thunderCreek/fst990/fst990.xml,FST 990,THUNDERCREEK,misc,fuelTrailer,tipper,$l10n_function_tank,Tanks transport liquids.,DIRECT_MODEL,,SC-F117,TRANSPORT_AND_LOGISTICS,TIPPER_TRAILER,,LIQUID_TRANSPORT,TYPE_OR_CATEGORY_INFERRED,SUGGESTED,TYPE_DESC | DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=fuelTrailer:GENERAL_TRAILER,,,DEFERRED,,,,,"Add role FUEL_TRAILER, Family SUPPORT_AND_UTILITY, Capability LIQUID_TRANSPORT",SC-R140,SUPPORT_AND_UTILITY,FUEL_TRAILER,,LIQUID_TRANSPORT,VOCABULARY_ADDITION,HUMAN_REVIEWED,1.0
tmcCancela/tde220/tde220.xml,TDE-220,TMCCANCELA,mulchers,mulcher,mulcher,$l10n_function_mulcher,Mulchers can be used to crush the crop stubbles.,DIRECT_MODEL,,SC-F075,SOIL_PREPARATION,MULCHER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_mulcher:MULCHER ; TYPE_DESC=mulcher:MULCHER ; DECLARED_TYPE=mulcher:MULCHER ; CATEGORY=mulchers:MULCHER,,,APPROVED,,,,,,SC-R087,SOIL_PREPARATION,MULCHER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tmcCancela/tfr250/tfr250.xml,TFR 250,TMCCANCELA,forestryMulchers,stumpCutterCultivatorPlow,mulcher,$l10n_function_forestryMulcher,Forestry mulchers can be used to remove tree stumps and bushes.,DIRECT_MODEL,,SC-F042,FORESTRY,FORESTRY_MULCHER,,,FUNCTION_SUPPORTED,SUGGESTED,FUNCTION,FUNCTION=$l10n_function_forestryMulcher:FORESTRY_MULCHER ; TYPE_DESC=mulcher:MULCHER ; DECLARED_TYPE=stumpCutterCultivatorPlow:CULTIVATOR ; CATEGORY=forestryMulchers:MULCHER,,DECLARED_TYPE:CULTIVATOR | TYPE_DESC:MULCHER,APPROVED,,,,,,SC-R049,FORESTRY,FORESTRY_MULCHER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tmcCancela/thx180/thx180.xml,THX-180,TMCCANCELA,forestryMulchers | forestryExcavatorTools,stumpCutterCultivatorPlow,forestry mulcher,$l10n_function_forestryMulcher,Forestry mulchers can be used to remove tree stumps and bushes.,DIRECT_MODEL,MULTIPLE_STORE_CATEGORIES,SC-F042,FORESTRY,FORESTRY_MULCHER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_forestryMulcher:FORESTRY_MULCHER ; TYPE_DESC=forestry mulcher:FORESTRY_MULCHER ; DECLARED_TYPE=stumpCutterCultivatorPlow:CULTIVATOR ; CATEGORY=forestryMulchers:MULCHER,,DECLARED_TYPE:CULTIVATOR,APPROVED,,,,,,SC-R049,FORESTRY,FORESTRY_MULCHER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tmcCancela/tms2_300d/tms2_300d.xml,TMS2-300D,TMCCANCELA,mulchers,mulcher,mulcher,$l10n_function_mulcher,Mulchers can be used to crush the crop stubbles.,DIRECT_MODEL,,SC-F075,SOIL_PREPARATION,MULCHER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_mulcher:MULCHER ; TYPE_DESC=mulcher:MULCHER ; DECLARED_TYPE=mulcher:MULCHER ; CATEGORY=mulchers:MULCHER,,,APPROVED,,,,,,SC-R087,SOIL_PREPARATION,MULCHER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
tmcCancela/tpn140/tpn140.xml,TPN 140,TMCCANCELA,mulchers | grapeTools,mulcher,mulcher,$l10n_function_mulcher | $l10n_function_vineOliveTool,Mulchers can be used to crush the crop stubbles. | This tool suits perfectly for grape and olive farming.,DIRECT_MODEL,MULTIPLE_STORE_CATEGORIES,SC-F076,SOIL_PREPARATION,MULCHER,,VINE_OLIVE_SPECIALISM,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_mulcher:MULCHER ; TYPE_DESC=mulcher:MULCHER ; DECLARED_TYPE=mulcher:MULCHER ; CATEGORY=mulchers:MULCHER,,,APPROVED,,,,,"Although a mulcher, this is a vine specialism - out of  scope",SC-R088,SOIL_PREPARATION,MULCHER,,VINE_OLIVE_SPECIALISM,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/locomotiveAS/locomotiveAS.xml,Train,NONE,misc,locomotive,locomotive,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,LOCOMOTIVE,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,TYPE_DESC | DECLARED_TYPE,TYPE_DESC=locomotive:LOCOMOTIVE ; DECLARED_TYPE=locomotive:LOCOMOTIVE,,,APPROVED,,,,,,SC-R002,TRANSPORT_AND_LOGISTICS,LOCOMOTIVE,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/locomotiveEU/locomotiveEU.xml,Train,NONE,misc,locomotive,locomotive,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,LOCOMOTIVE,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,TYPE_DESC | DECLARED_TYPE,TYPE_DESC=locomotive:LOCOMOTIVE ; DECLARED_TYPE=locomotive:LOCOMOTIVE,,,APPROVED,,,,,,SC-R002,TRANSPORT_AND_LOGISTICS,LOCOMOTIVE,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/locomotiveUS/forestryLocomotive.xml,Train,NONE,misc,locomotive,locomotive,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,LOCOMOTIVE,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,TYPE_DESC | DECLARED_TYPE,TYPE_DESC=locomotive:LOCOMOTIVE ; DECLARED_TYPE=locomotive:LOCOMOTIVE,,,APPROVED,,,,,,SC-R002,TRANSPORT_AND_LOGISTICS,LOCOMOTIVE,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonFlatBedUS/wagonFlatBedUS.xml,Flatbed Wagon,NONE,misc,trainTimberTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTimberTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonGrainEU/wagonGrainEU.xml,Grain Wagon,NONE,misc,trainTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonPlanksUS/wagonPlanksUS.xml,Planks Wagon,NONE,misc,trainTimberTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTimberTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonSugarbeetsEU/wagonSugarbeetsEU.xml,Sugarbeet Wagon,NONE,misc,trainTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonTimberEU/wagonTimberEU.xml,Timber Wagon,NONE,misc,trainTimberTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTimberTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonTimberUS/wagonTimberUS.xml,Timber Wagon,NONE,misc,trainTimberTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTimberTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonVehiclesEU/wagonVehiclesEU.xml,Vehicle Wagon,NONE,misc,trainTimberTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTimberTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
train/wagonWoodChipsEU/wagonWoodChipsEU.xml,Woodchips Wagon,NONE,misc,trainTrailer,tipper,,,DIRECT_MODEL,NO_DECLARED_FUNCTIONS,SC-F001,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,TYPE_OR_CATEGORY_INFERRED,SUGGESTED_EXCEPTION_REVIEW,DECLARED_TYPE,TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trainTrailer:RAIL_WAGON,,,APPROVED,,,,,,SC-R003,TRANSPORT_AND_LOGISTICS,RAIL_WAGON,,RAIL_BOUND,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
